scene_id,training_seed,frozen_task_success,readout_task_success,task_change,frozen_cfts,readout_cfts,cfts_change,frozen_pickup_failure,readout_pickup_failure,frozen_raw_touched_never_held,readout_raw_touched_never_held,frozen_lifted_1cm,readout_lifted_1cm,frozen_union_frames,readout_union_frames,readout_minus_frozen_union_frames,frozen_failure_stage,readout_failure_stage,frozen_directory,readout_directory
fecc06a7e3f15eecc7f68a0d5344cfa1806f17d55033aa9198bfcae6a8994729,3103,True,True,both_success,True,True,both_success,False,False,False,False,True,True,0,0,0,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_fecc06a7e3f15eec,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_fecc06a7e3f15eecc7f6
59126ae58be4f7ab6bcb325e0ccf2fa949489f591cdd6dc6ff2d6f22d59549bc,3103,True,True,both_success,True,True,both_success,False,False,False,False,True,True,0,0,0,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_59126ae58be4f7ab,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_59126ae58be4f7ab6bcb
6343de215bdae82a2240008b52893f9460af0fc882d47cb5259341719425a642,3103,True,True,both_success,True,True,both_success,False,False,False,False,True,True,0,0,0,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_6343de215bdae82a,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_6343de215bdae82a2240
3de096264a57dabdc0b73cf1155d41d8f0196bdc9597418fc5dc75344150b648,3103,False,True,gained,False,True,gained,False,False,False,False,True,True,131,0,-131,lifted_without_placement,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_3de096264a57dabd,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_3de096264a57dabdc0b7
7271796327fa7312f1e78ca5d1b64e4b21df2fc250184610f177f3a02e26d400,3103,False,False,both_failure,False,False,both_failure,False,False,True,False,True,False,0,3616,3616,lifted_without_placement,no_target_interaction,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_7271796327fa7312,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_7271796327fa7312f1e7
0135c016c51e9a14d1871b6b75009ac7aede4751e42bdfd3d900e5e73f4d8895,3103,False,False,both_failure,False,False,both_failure,False,True,False,True,False,False,0,2691,2691,no_target_interaction,touched_without_hold,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_0135c016c51e9a14,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_0135c016c51e9a14d187
18d150654300eb80f56c4ab96d716a76810ec2858436c9504c176aa23c76902d,3103,True,False,lost,False,False,both_failure,False,False,False,False,True,True,3696,82,-3614,success,lifted_without_placement,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_18d150654300eb80,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_18d150654300eb80f56c
b68abe700e6bca8eb5ebbb3732eccb15bf5d7e91a2a1023ea3b10cf7369824fd,3103,False,True,gained,False,True,gained,True,False,True,False,False,True,629,0,-629,touched_without_hold,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_b68abe700e6bca8e,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_b68abe700e6bca8eb5eb
bedcda32f7d1ab4ac52db54c169f77c3028e99cd2d11b3b9b2ff224f0de3a7e4,3103,True,True,both_success,False,False,both_failure,False,False,False,False,True,True,812,705,-107,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_bedcda32f7d1ab4a,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_bedcda32f7d1ab4ac52d
6cddf5fef14baa4a4f294ae404e9c32464657c75c4b207fc8cd0bdf31c4a5299,3103,False,True,gained,False,True,gained,True,False,True,False,False,True,0,0,0,touched_without_hold,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_6cddf5fef14baa4a,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_6cddf5fef14baa4a4f29
7859e3ec16ca305f57471371bdeb9fab162412eabafa395a94933e929cf5b42e,3103,True,False,lost,True,False,lost,False,True,False,True,True,False,0,0,0,success,touched_without_hold,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_7859e3ec16ca305f,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_7859e3ec16ca305f5747
bc1ca4f96ce731444743a05bc2a30b2167388c373ddd872354fa8e92a6dcd2aa,3103,True,True,both_success,True,True,both_success,False,False,False,False,True,True,0,0,0,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_bc1ca4f96ce73144,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_bc1ca4f96ce731444743
c3523463d0cbe3f0bdba635ff7f1d25458c357694d5747eef1aa5b4770300427,3103,False,True,gained,False,True,gained,False,False,False,False,True,True,0,0,0,lifted_without_placement,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_c3523463d0cbe3f0,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_c3523463d0cbe3f0bdba
4b969629c6529980a26d2e7cca7c1212c498ec791085190ec626600029c1bab9,3103,True,True,both_success,True,True,both_success,False,False,False,False,True,True,0,0,0,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_4b969629c6529980,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_4b969629c6529980a26d
35b3f82deaa1e7572d8172fa0a7e41281538154114bfd7c5085586e65788f62d,3103,False,True,gained,False,False,both_failure,True,False,True,False,False,True,0,59,59,touched_without_hold,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_35b3f82deaa1e757,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_35b3f82deaa1e7572d81
df321c4cdeb1a8ae708a00b0fb0f6ade3353653c316f6c1ad012139ea0e6beb6,3103,True,True,both_success,True,True,both_success,False,False,False,False,True,True,0,0,0,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_df321c4cdeb1a8ae,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_df321c4cdeb1a8ae708a
0a1b64777bb44beb15530a0d7df9f2d4dab2437fff7b9cfcac485890ddf49ecc,3103,False,False,both_failure,False,False,both_failure,True,False,True,False,False,True,255,176,-79,touched_without_hold,lifted_without_placement,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_0a1b64777bb44beb,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_0a1b64777bb44beb1553
7f1de2d6ed5e421c33b4fb756e9e0cdf0a729496d9f233182c67e74bfa25603d,3103,False,True,gained,False,True,gained,False,False,False,False,True,True,16833,0,-16833,lifted_without_placement,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_7f1de2d6ed5e421c,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_7f1de2d6ed5e421c33b4
30cf63e068b5653d09cd35a47e1973edf0010ead25e758384a18c46273725f1f,3103,True,True,both_success,True,True,both_success,False,False,False,False,True,True,0,0,0,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_30cf63e068b5653d,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_30cf63e068b5653d09cd
929121b212a62b1fb38522ddaea3a68e0a609035e9170bd531ed0d7cc23717be,3103,False,False,both_failure,False,False,both_failure,True,False,True,False,False,True,0,0,0,touched_without_hold,lifted_without_placement,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_929121b212a62b1f,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_929121b212a62b1fb385
54fae0e39bcde6571385a7904257521e98b5e978575e9dcfbdfb28359cddd951,3103,False,True,gained,False,True,gained,True,False,True,False,False,True,6219,0,-6219,touched_without_hold,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_54fae0e39bcde657,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_54fae0e39bcde6571385
3b1a6786c479add3460554097f722ae1ff27fd55df4cbf0d188142c846802828,3103,True,False,lost,True,False,lost,False,True,False,True,True,False,0,0,0,success,touched_without_hold,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_3b1a6786c479add3,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_3b1a6786c479add34605
621d8bd12acc6e7256e2a671b85f49c0168e469e53ac02193dc8e0ba09be2d11,3103,False,False,both_failure,False,False,both_failure,True,False,True,False,False,True,20,25,5,touched_without_hold,lifted_without_placement,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_621d8bd12acc6e72,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_621d8bd12acc6e7256e2
b55d64806dafea78f5f718ed8e61a0da1980f6a54a186e371ee2da5979463f98,3103,True,True,both_success,True,True,both_success,False,False,False,False,True,True,0,0,0,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_b55d64806dafea78,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_b55d64806dafea78f5f7
6ca65b40a6acaa7dd7f235f68dc427672f5032029e2db2f2d778e7fea795a20d,3103,False,False,both_failure,False,False,both_failure,False,False,False,False,False,False,0,0,0,no_target_interaction,no_target_interaction,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_6ca65b40a6acaa7d,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_6ca65b40a6acaa7dd7f2
17328df1694784b3a5dbb145e3255f655612f0ef6600f70a8d4153779d007c2e,3103,False,True,gained,False,True,gained,False,False,False,False,True,True,0,0,0,lifted_without_placement,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_17328df1694784b3,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_17328df1694784b3a5db
12ea1dc9e8ef4f36294b8af0291ccca7b2572c926ac4a3e9a5e96076ec273a7d,3103,False,False,both_failure,False,False,both_failure,True,True,True,True,False,False,1629,2646,1017,touched_without_hold,touched_without_hold,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_12ea1dc9e8ef4f36,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_12ea1dc9e8ef4f36294b
553818fbd6bfafcfa72c762fda1aa44127384de489f64267443baa26e32db17e,3103,True,True,both_success,True,True,both_success,False,False,False,False,True,True,0,0,0,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_553818fbd6bfafcf,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_553818fbd6bfafcfa72c
809656b827cd5d980ff4d3de233e2d698021ef187dcb7ed8d531c706d13db186,3103,False,False,both_failure,False,False,both_failure,False,False,False,False,False,False,2107,3283,1176,no_target_interaction,no_target_interaction,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_809656b827cd5d98,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_809656b827cd5d980ff4
97bebc84b56863c22cecf2dc6c18befecdd3d1299f6423d065c462cef985c545,3103,True,True,both_success,False,True,gained,False,False,False,False,True,True,640,0,-640,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_97bebc84b56863c2,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_97bebc84b56863c22cec
13f247810c76adef34cb4f17b9c595b0344ec313e06d6688e6a668eb6a9a7966,3103,True,True,both_success,True,True,both_success,False,False,False,False,True,True,0,0,0,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_13f247810c76adef,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_13f247810c76adef34cb
db0eb41ddc3e204f302e631f6659eff3b01bd74724b45eef9f96e1da607fd14f,3103,False,True,gained,False,True,gained,True,False,True,False,False,True,0,0,0,touched_without_hold,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_db0eb41ddc3e204f,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_db0eb41ddc3e204f302e
6fcfe645601237ae863e92dd0cbfabfe8ad163b45cbcd4c4e8b2a74957bf3b55,3103,False,True,gained,False,False,both_failure,True,False,True,False,False,True,369,199,-170,touched_without_hold,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_6fcfe645601237ae,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_6fcfe645601237ae863e
a20477c29f9f5942fc0ab4c864f2e3f13b29c0862021c4d174c3d5c77563e728,3103,False,False,both_failure,False,False,both_failure,True,True,True,True,False,False,0,0,0,touched_without_hold,touched_without_hold,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_a20477c29f9f5942,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_a20477c29f9f5942fc0a
ff32f65d5f0953272db5f1550844e54273ebfd4d9cb19c4160756821c23c95f9,3103,False,False,both_failure,False,False,both_failure,False,False,False,False,False,False,12722,4158,-8564,no_target_interaction,no_target_interaction,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_ff32f65d5f095327,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_ff32f65d5f0953272db5
72050d2870398246d2420ead77efb8f533400e30d360706171c0d1fd927f6248,3103,False,False,both_failure,False,False,both_failure,True,True,True,True,False,False,0,0,0,touched_without_hold,touched_without_hold,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_72050d2870398246,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_72050d2870398246d242
3f39ab7596defe1942da4ec03a277ad77f955fc5edb12cc0da02394927fd94f5,3103,True,True,both_success,True,True,both_success,False,False,False,False,True,True,0,0,0,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_3f39ab7596defe19,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_3f39ab7596defe1942da
457f3bce6855a0cd60ea9e428e34649df102adb18a4cf4ff4935e2c362685914,3103,False,False,both_failure,False,False,both_failure,True,True,True,True,False,False,0,0,0,touched_without_hold,touched_without_hold,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_457f3bce6855a0cd,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_457f3bce6855a0cd60ea
519946ca289eb070f55ccb076c40728c90a238773d0a6133fbe99881b5669a00,3103,True,True,both_success,True,True,both_success,False,False,False,False,True,True,0,0,0,success,success,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_519946ca289eb070,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_519946ca289eb070f55c
72e841b0426e6b52e9bfdc388b7ca43a1fbcfb86f97343a397e5703a783e12dc,3103,False,False,both_failure,False,False,both_failure,False,False,False,False,False,False,0,120,120,no_target_interaction,held_without_lift,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010_wrist288_s3_v1/evaluation/final_3103_h100/final_3103_h100_PACT_72e841b0426e6b52,/root/prox_learning_pact_remediation/diagnostics_output/pact_place_v1010c_readout_s3103/rollouts/readout60000_72e841b0426e6b52e9bf
